Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP58438;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;38;AGC4;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;NEC;Remote control;Leaded;image/ir-receiver-modules/82461.png;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.pdf;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.zip
TSOP58438;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;38;AGC4;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Mitsubishi;Remote control;Leaded;image/ir-receiver-modules/82461.png;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.pdf;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.zip
TSOP58438;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;38;AGC4;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sejin 4PPM;Remote control;Leaded;image/ir-receiver-modules/82461.png;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.pdf;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.zip
TSOP58438;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;38;AGC4;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sharp;Remote control;Leaded;image/ir-receiver-modules/82461.png;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.pdf;Datasheet\/ir-receiver-modules/TSOP58438\TSOP58438.zip
TSOP58440;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;40;AGC4;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82461.png;Datasheet\/ir-receiver-modules/TSOP58440\TSOP58440.pdf;Datasheet\/ir-receiver-modules/TSOP58440\TSOP58440.zip
TSOP58456;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;56;AGC4;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RCA;Remote control;Leaded;image/ir-receiver-modules/82461.png;Datasheet\/ir-receiver-modules/TSOP58456\TSOP58456.pdf;Datasheet\/ir-receiver-modules/TSOP58456\TSOP58456.zip
TSOP58456;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;56;AGC4;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;r-step;Remote control;Leaded;image/ir-receiver-modules/82461.png;Datasheet\/ir-receiver-modules/TSOP58456\TSOP58456.pdf;Datasheet\/ir-receiver-modules/TSOP58456\TSOP58456.zip
TSOP58530;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;30;AGC5;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82462.png;Datasheet\/ir-receiver-modules/TSOP58530\TSOP58530.pdf;Datasheet\/ir-receiver-modules/TSOP58530\TSOP58530.zip
TSOP58533;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;33;AGC5;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82462.png;Datasheet\/ir-receiver-modules/TSOP58533\TSOP58533.pdf;Datasheet\/ir-receiver-modules/TSOP58533\TSOP58533.zip
TSOP58536;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;36;AGC5;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82462.png;Datasheet\/ir-receiver-modules/TSOP58536\TSOP58536.pdf;Datasheet\/ir-receiver-modules/TSOP58536\TSOP58536.zip
TSOP58538;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;38;AGC5;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82462.png;Datasheet\/ir-receiver-modules/TSOP58538\TSOP58538.pdf;Datasheet\/ir-receiver-modules/TSOP58538\TSOP58538.zip
TSOP58540;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;40;AGC5;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82462.png;Datasheet\/ir-receiver-modules/TSOP58540\TSOP58540.pdf;Datasheet\/ir-receiver-modules/TSOP58540\TSOP58540.zip
TSOP58556;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;56;AGC5;18;0.2;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82462.png;Datasheet\/ir-receiver-modules/TSOP58556\TSOP58556.pdf;Datasheet\/ir-receiver-modules/TSOP58556\TSOP58556.zip
TSOP59230;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;30;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59230\TSOP59230.pdf;Datasheet\/ir-receiver-modules/TSOP59230\TSOP59230.zip
TSOP59230TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;30;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59230TR1\TSOP59230TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59230TR1\TSOP59230TR1.zip
TSOP59233;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;33;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59233\TSOP59233.pdf;Datasheet\/ir-receiver-modules/TSOP59233\TSOP59233.zip
TSOP59233TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;33;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59233TR1\TSOP59233TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59233TR1\TSOP59233TR1.zip
TSOP59236;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;36;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59236\TSOP59236.pdf;Datasheet\/ir-receiver-modules/TSOP59236\TSOP59236.zip
TSOP59236TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;36;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59236TR1\TSOP59236TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59236TR1\TSOP59236TR1.zip
TSOP59238;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59238\TSOP59238.pdf;Datasheet\/ir-receiver-modules/TSOP59238\TSOP59238.zip
TSOP59238TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59238TR1\TSOP59238TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59238TR1\TSOP59238TR1.zip
TSOP59240;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;40;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Sony;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59240\TSOP59240.pdf;Datasheet\/ir-receiver-modules/TSOP59240\TSOP59240.zip
TSOP59240TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;40;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Sony;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59240TR1\TSOP59240TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59240TR1\TSOP59240TR1.zip
TSOP59256;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;56;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Cisco;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59256\TSOP59256.pdf;Datasheet\/ir-receiver-modules/TSOP59256\TSOP59256.zip
TSOP59256TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;56;AGC2;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Cisco;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59256TR1\TSOP59256TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59256TR1\TSOP59256TR1.zip
TSOP59330;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;30;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59330\TSOP59330.pdf;Datasheet\/ir-receiver-modules/TSOP59330\TSOP59330.zip
TSOP59330TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;30;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59330TR1\TSOP59330TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59330TR1\TSOP59330TR1.zip
TSOP59333;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;33;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59333\TSOP59333.pdf;Datasheet\/ir-receiver-modules/TSOP59333\TSOP59333.zip
TSOP59333TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;33;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59333TR1\TSOP59333TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59333TR1\TSOP59333TR1.zip
TSOP59336;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;36;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;MCIR;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59336\TSOP59336.pdf;Datasheet\/ir-receiver-modules/TSOP59336\TSOP59336.zip
TSOP59336;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;36;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RCMM;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59336\TSOP59336.pdf;Datasheet\/ir-receiver-modules/TSOP59336\TSOP59336.zip
TSOP59336TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;36;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59336TR1\TSOP59336TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59336TR1\TSOP59336TR1.zip
TSOP59336TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;36;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RCMM;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59336TR1\TSOP59336TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59336TR1\TSOP59336TR1.zip
TSOP59338;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RCMM;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59338\TSOP59338.pdf;Datasheet\/ir-receiver-modules/TSOP59338\TSOP59338.zip
TSOP59338;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RECS-80 code;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59338\TSOP59338.pdf;Datasheet\/ir-receiver-modules/TSOP59338\TSOP59338.zip
TSOP59338;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;XMP;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59338\TSOP59338.pdf;Datasheet\/ir-receiver-modules/TSOP59338\TSOP59338.zip
TSOP59338TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RCMM;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59338TR1\TSOP59338TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59338TR1\TSOP59338TR1.zip
TSOP59338TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RECS-80 code;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59338TR1\TSOP59338TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59338TR1\TSOP59338TR1.zip
TSOP59338TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;XMP;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59338TR1\TSOP59338TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59338TR1\TSOP59338TR1.zip
TSOP59340;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;40;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59340\TSOP59340.pdf;Datasheet\/ir-receiver-modules/TSOP59340\TSOP59340.zip
TSOP59340TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;40;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59340TR1\TSOP59340TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59340TR1\TSOP59340TR1.zip
TSOP59356;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;56;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-map;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59356\TSOP59356.pdf;Datasheet\/ir-receiver-modules/TSOP59356\TSOP59356.zip
TSOP59356TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;56;AGC3;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-map;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59356TR1\TSOP59356TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59356TR1\TSOP59356TR1.zip
TSOP59430;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;30;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59430\TSOP59430.pdf;Datasheet\/ir-receiver-modules/TSOP59430\TSOP59430.zip
TSOP59430TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;30;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59430TR1\TSOP59430TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59430TR1\TSOP59430TR1.zip
TSOP59433;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;33;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59433\TSOP59433.pdf;Datasheet\/ir-receiver-modules/TSOP59433\TSOP59433.zip
TSOP59433TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;33;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59433TR1\TSOP59433TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59433TR1\TSOP59433TR1.zip
TSOP59436;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;36;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RC-5;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59436\TSOP59436.pdf;Datasheet\/ir-receiver-modules/TSOP59436\TSOP59436.zip
TSOP59436;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;36;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RC-6;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59436\TSOP59436.pdf;Datasheet\/ir-receiver-modules/TSOP59436\TSOP59436.zip
TSOP59436;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;36;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59436\TSOP59436.pdf;Datasheet\/ir-receiver-modules/TSOP59436\TSOP59436.zip
TSOP59436TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;36;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RC-5;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59436TR1\TSOP59436TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59436TR1\TSOP59436TR1.zip
TSOP59436TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;36;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RC-6;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59436TR1\TSOP59436TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59436TR1\TSOP59436TR1.zip
TSOP59436TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;36;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Panasonic;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59436TR1\TSOP59436TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59436TR1\TSOP59436TR1.zip
TSOP59438;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Sejin 4PPM;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.pdf;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.zip
TSOP59438;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Mitsubishi;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.pdf;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.zip
TSOP59438;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;NEC;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.pdf;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.zip
TSOP59438;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-step;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.pdf;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.zip
TSOP59438;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Sharp;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.pdf;Datasheet\/ir-receiver-modules/TSOP59438\TSOP59438.zip
TSOP59438TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Sejin 4PPM;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.zip
TSOP59438TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Mitsubishi;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.zip
TSOP59438TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;NEC;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.zip
TSOP59438TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-step;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.zip
TSOP59438TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Sharp;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59438TR1\TSOP59438TR1.zip
TSOP59440;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;40;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59440\TSOP59440.pdf;Datasheet\/ir-receiver-modules/TSOP59440\TSOP59440.zip
TSOP59440TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;40;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59440TR1\TSOP59440TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59440TR1\TSOP59440TR1.zip
TSOP59456;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;56;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-step;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59456\TSOP59456.pdf;Datasheet\/ir-receiver-modules/TSOP59456\TSOP59456.zip
TSOP59456;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;56;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RCA;Remote control;Leaded;image/ir-receiver-modules/82779.png;Datasheet\/ir-receiver-modules/TSOP59456\TSOP59456.pdf;Datasheet\/ir-receiver-modules/TSOP59456\TSOP59456.zip
TSOP59456TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;56;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-step;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59456TR1\TSOP59456TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59456TR1\TSOP59456TR1.zip
TSOP59456TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;56;AGC4;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RCA;Remote control;SMD;image/ir-receiver-modules/82789.png;Datasheet\/ir-receiver-modules/TSOP59456TR1\TSOP59456TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59456TR1\TSOP59456TR1.zip
TSOP59530;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;30;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59530\TSOP59530.pdf;Datasheet\/ir-receiver-modules/TSOP59530\TSOP59530.zip
TSOP59530TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;30;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59530TR1\TSOP59530TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59530TR1\TSOP59530TR1.zip
TSOP59533;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;33;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59533\TSOP59533.pdf;Datasheet\/ir-receiver-modules/TSOP59533\TSOP59533.zip
TSOP59533TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;33;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59533TR1\TSOP59533TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59533TR1\TSOP59533TR1.zip
