Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
S681K29Y5PN6TK7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;680;Y5P;7.5 mm / 0.300 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K29Y5PN6TK7R\S681K29Y5PN6TK7R.pdf;None
S681K29Y5PN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;680;Y5P;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K29Y5PN6UJ5R\S681K29Y5PN6UJ5R.pdf;None
S681K29Y5PN6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;680;Y5P;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K29Y5PN6UK5R\S681K29Y5PN6UK5R.pdf;None
S681K29Y5PP63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K29Y5PP63K5R\S681K29Y5PP63K5R.pdf;None
S681K29Y5PP6BK7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;Y5P;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K29Y5PP6BK7R\S681K29Y5PP6BK7R.pdf;None
S681K29Y5PP6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;Y5P;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K29Y5PP6TK5R\S681K29Y5PP6TK5R.pdf;None
S681K29Y5PP6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;Y5P;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K29Y5PP6UK5R\S681K29Y5PP6UK5R.pdf;None
S681K33X7RP63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;X7R;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K33X7RP63K5R\S681K33X7RP63K5R.pdf;None
S681K33X7RP65L7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;X7R;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S681K33X7RP65L7R\S681K33X7RP65L7R.pdf;None
S681K33X7RP6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;X7R;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K33X7RP6TK5R\S681K33X7RP6TK5R.pdf;None
S681K33X7RP6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;X7R;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K33X7RP6UK5R\S681K33X7RP6UK5R.pdf;None
S681K33X7RP6UL5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;680;X7R;5 mm / 0.200 inch;Ammo;Straight;image\capacitors\28521.png;Datasheet\capacitors\S681K33X7RP6UL5R\S681K33X7RP6UL5R.pdf;None
S681K39X7RR63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;680;X7R;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681K39X7RR63K7R\S681K39X7RR63K7R.pdf;None
S681M33Z5UR63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;680;Z5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S681M33Z5UR63K7R\S681M33Z5UR63K7R.pdf;None
S681M53Z5UU83L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;680;Z5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S681M53Z5UU83L0R\S681M53Z5UU83L0R.pdf;None
S682K59Y5PN63J7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Y5P;7.5 mm / 0.300 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682K59Y5PN63J7R\S682K59Y5PN63J7R.pdf;None
S682M43Z5UN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Z5U;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682M43Z5UN63J5R\S682M43Z5UN63J5R.pdf;None
S682M43Z5UN63L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Z5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S682M43Z5UN63L0R\S682M43Z5UN63L0R.pdf;None
S682M43Z5UN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Z5U;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682M43Z5UN6TJ5R\S682M43Z5UN6TJ5R.pdf;None
S682M43Z5UN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Z5U;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682M43Z5UN6UJ5R\S682M43Z5UN6UJ5R.pdf;None
S682M53Z5UP63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;6800;Z5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682M53Z5UP63K7R\S682M53Z5UP63K7R.pdf;None
S682M75Z5UR83K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;6800;Z5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682M75Z5UR83K7R\S682M75Z5UR83K7R.pdf;None
S682M75Z5UR8TK7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;6800;Z5U;7.5 mm / 0.300 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682M75Z5UR8TK7R\S682M75Z5UR8TK7R.pdf;None
S682Z39Y5VN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Y5V;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682Z39Y5VN63J5R\S682Z39Y5VN63J5R.pdf;None
S682Z39Y5VN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Y5V;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682Z39Y5VN6TJ5R\S682Z39Y5VN6TJ5R.pdf;None
S682Z39Y5VN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Y5V;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682Z39Y5VN6UJ5R\S682Z39Y5VN6UJ5R.pdf;None
S682Z47Y5VP63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;6800;Y5V;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682Z47Y5VP63K7R\S682Z47Y5VP63K7R.pdf;None
S682Z59Y5VR63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;6800;Y5V;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S682Z59Y5VR63K7R\S682Z59Y5VR63K7R.pdf;None
S750K25S3NN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;75;S3N;6.35 mm / 0.250 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S750K25S3NN63L6R\S750K25S3NN63L6R.pdf;None
S751K29Y5PN63K6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;750;Y5P;6.35 mm / 0.250 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S751K29Y5PN63K6R\S751K29Y5PN63K6R.pdf;None
S751K29Y5PN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;750;Y5P;6.35 mm / 0.250 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S751K29Y5PN63L6R\S751K29Y5PN63L6R.pdf;None
S820J29SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820J29SL0N63J5R\S820J29SL0N63J5R.pdf;None
S820J29SL0N65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820J29SL0N65J5R\S820J29SL0N65J5R.pdf;None
S820J29SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820J29SL0N6TJ5R\S820J29SL0N6TJ5R.pdf;None
S820J29SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820J29SL0N6UJ5R\S820J29SL0N6UJ5R.pdf;None
S820J33SL0P63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820J33SL0P63K5R\S820J33SL0P63K5R.pdf;None
S820J33SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820J33SL0P6TK5R\S820J33SL0P6TK5R.pdf;None
S820J33SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820J33SL0P6UK5R\S820J33SL0P6UK5R.pdf;None
S820K25S3NN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;S3N;6.35 mm / 0.250 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S820K25S3NN63L6R\S820K25S3NN63L6R.pdf;None
S820K29SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820K29SL0N63J5R\S820K29SL0N63J5R.pdf;None
S820K29SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820K29SL0N6TJ5R\S820K29SL0N6TJ5R.pdf;None
S820K29SL0N6TK6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;6.35 mm / 0.250 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820K29SL0N6TK6R\S820K29SL0N6TK6R.pdf;None
S820K29SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820K29SL0N6UJ5R\S820K29SL0N6UJ5R.pdf;None
S820K33SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820K33SL0P6TK5R\S820K33SL0P6TK5R.pdf;None
S820K33SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S820K33SL0P6UK5R\S820K33SL0P6UK5R.pdf;None
S821K29X7RN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;X7R;6.35 mm / 0.250 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S821K29X7RN63L6R\S821K29X7RN63L6R.pdf;None
S821K29X7RN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;X7R;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K29X7RN6UJ5R\S821K29X7RN6UJ5R.pdf;None
S821K29Y5PN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K29Y5PN63J5R\S821K29Y5PN63J5R.pdf;None
S821K29Y5PN65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K29Y5PN65J5R\S821K29Y5PN65J5R.pdf;None
S821K29Y5PN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K29Y5PN6TJ5R\S821K29Y5PN6TJ5R.pdf;None
S821K29Y5PN6TL6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;6.35 mm / 0.250 inch;Reel;Straight;image\capacitors\28521.png;Datasheet\capacitors\S821K29Y5PN6TL6R\S821K29Y5PN6TL6R.pdf;None
S821K29Y5PN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K29Y5PN6UJ5R\S821K29Y5PN6UJ5R.pdf;None
S821K29Y5PN6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K29Y5PN6UK5R\S821K29Y5PN6UK5R.pdf;None
S821K33X5FN6TJ7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;X5F;7.5 mm / 0.300 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K33X5FN6TJ7R\S821K33X5FN6TJ7R.pdf;None
S821K33Y5PP63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;820;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S821K33Y5PP63K5R\S821K33Y5PP63K5R.pdf;None
VKO102KCQCB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO102KCQCB0KR\VKO102KCQCB0KR.pdf;Datasheet\capacitors\VKO102KCQCB0KR\VKO102KCQCB0KR.zip
VKO102KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO102KCQCD0KR\VKO102KCQCD0KR.pdf;Datasheet\capacitors\VKO102KCQCD0KR\VKO102KCQCD0KR.zip
VKO102KCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;BULK;straight;image\capacitors\22203.png;Datasheet\capacitors\VKO102KCQCF0KR\VKO102KCQCF0KR.pdf;Datasheet\capacitors\VKO102KCQCF0KR\VKO102KCQCF0KR.zip
VKO102KCQCRCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;straight;image\capacitors\22203.png;Datasheet\capacitors\VKO102KCQCRCKR\VKO102KCQCRCKR.pdf;Datasheet\capacitors\VKO102KCQCRCKR\VKO102KCQCRCKR.zip
VKO102KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO102KCQTC0KR\VKO102KCQTC0KR.pdf;Datasheet\capacitors\VKO102KCQTC0KR\VKO102KCQTC0KR.zip
VKO102KCQTCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO102KCQTCRKR\VKO102KCQTCRKR.pdf;Datasheet\capacitors\VKO102KCQTCRKR\VKO102KCQTCRKR.zip
VKO102KCQYC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\22203.png;Datasheet\capacitors\VKO102KCQYC0KR\VKO102KCQYC0KR.pdf;Datasheet\capacitors\VKO102KCQYC0KR\VKO102KCQYC0KR.zip
VKO102MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO102MCQCF0KR\VKO102MCQCF0KR.pdf;Datasheet\capacitors\VKO102MCQCF0KR\VKO102MCQCF0KR.zip
VKO102MCQCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO102MCQCRAKR\VKO102MCQCRAKR.pdf;Datasheet\capacitors\VKO102MCQCRAKR\VKO102MCQCRAKR.zip
VKO102MCQCRCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO102MCQCRCKR\VKO102MCQCRCKR.pdf;Datasheet\capacitors\VKO102MCQCRCKR\VKO102MCQCRCKR.zip
VKO102MCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO102MCQTC0KR\VKO102MCQTC0KR.pdf;Datasheet\capacitors\VKO102MCQTC0KR\VKO102MCQTC0KR.zip
VKO102MCQTE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO102MCQTE0KR\VKO102MCQTE0KR.pdf;Datasheet\capacitors\VKO102MCQTE0KR\VKO102MCQTE0KR.zip
VKO102MCQYCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\22203.png;Datasheet\capacitors\VKO102MCQYCRKR\VKO102MCQYCRKR.pdf;Datasheet\capacitors\VKO102MCQYCRKR\VKO102MCQYCRKR.zip
VKO152KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO152KCQCD0KR\VKO152KCQCD0KR.pdf;Datasheet\capacitors\VKO152KCQCD0KR\VKO152KCQCD0KR.zip
VKO152KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO152KCQTC0KR\VKO152KCQTC0KR.pdf;Datasheet\capacitors\VKO152KCQTC0KR\VKO152KCQTC0KR.zip
VKO152MCQCLAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO152MCQCLAKR\VKO152MCQCLAKR.pdf;Datasheet\capacitors\VKO152MCQCLAKR\VKO152MCQCLAKR.zip
VKO152MCQCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO152MCQCRAKR\VKO152MCQCRAKR.pdf;Datasheet\capacitors\VKO152MCQCRAKR\VKO152MCQCRAKR.zip
VKO152MCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO152MCQEF0KR\VKO152MCQEF0KR.pdf;Datasheet\capacitors\VKO152MCQEF0KR\VKO152MCQEF0KR.zip
VKO152MCQYCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\22203.png;Datasheet\capacitors\VKO152MCQYCRKR\VKO152MCQYCRKR.pdf;Datasheet\capacitors\VKO152MCQYCRKR\VKO152MCQYCRKR.zip
VKO222KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO222KCQCD0KR\VKO222KCQCD0KR.pdf;Datasheet\capacitors\VKO222KCQCD0KR\VKO222KCQCD0KR.zip
VKO222KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO222KCQTC0KR\VKO222KCQTC0KR.pdf;Datasheet\capacitors\VKO222KCQTC0KR\VKO222KCQTC0KR.zip
VKO222MCQCB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQCB0KR\VKO222MCQCB0KR.pdf;Datasheet\capacitors\VKO222MCQCB0KR\VKO222MCQCB0KR.zip
VKO222MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQCF0KR\VKO222MCQCF0KR.pdf;Datasheet\capacitors\VKO222MCQCF0KR\VKO222MCQCF0KR.zip
